Package	LibPath	Version	Priority	Depends	Imports	LinkingTo	Suggests	Enhances	License	License_is_FOSS	License_restricts_use	OS_type	MD5sum	NeedsCompilation	Built
tweeDEseq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.38.0		R (>= 2.12.0)	MASS, limma, edgeR, parallel, cqn		tweeDEseqCountData, xtable		GPL (>= 2)					yes	4.1.0
twilight	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.68.0		"R (>= 2.10), splines (>= 2.2.0), stats (>= 2.2.0), Biobase(>=
1.12.0)"	Biobase, graphics, grDevices, stats		golubEsets (>= 1.4.2), vsn (>= 1.7.2)		GPL (>= 2)					yes	4.1.0
TxDb.Hsapiens.UCSC.hg18.knownGene	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.2.2		GenomicFeatures (>= 1.21.30)	AnnotationDbi				Artistic-2.0					no	4.1.0
TxDb.Hsapiens.UCSC.hg19.knownGene	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.2.2		GenomicFeatures (>= 1.21.30)	AnnotationDbi				Artistic-2.0					no	4.1.0
TxDb.Hsapiens.UCSC.hg38.knownGene	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.13.0		GenomicFeatures (>= 1.41.3)	AnnotationDbi				Artistic-2.0					no	4.1.0
TxDb.Mmusculus.UCSC.mm10.ensGene	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.4.0		GenomicFeatures (>= 1.25.17)	AnnotationDbi				Artistic-2.0					no	4.1.0
TxDb.Mmusculus.UCSC.mm10.knownGene	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.10.0		GenomicFeatures (>= 1.37.4)	AnnotationDbi				Artistic-2.0					no	4.1.0
TxDb.Mmusculus.UCSC.mm9.knownGene	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.2.2		GenomicFeatures (>= 1.21.30)	AnnotationDbi				Artistic-2.0					no	4.1.0
TxDb.Rnorvegicus.UCSC.rn5.refGene	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.12.0		GenomicFeatures (>= 1.41.3)	AnnotationDbi				Artistic-2.0					no	4.1.0
TxDb.Rnorvegicus.UCSC.rn6.refGene	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.4.6		GenomicFeatures (>= 1.35.11)	AnnotationDbi				Artistic-2.0					no	4.1.0
tximeta	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.10.0			"SummarizedExperiment, tximport, jsonlite, S4Vectors, IRanges,
GenomicRanges, AnnotationDbi, GenomicFeatures, ensembldb,
BiocFileCache, AnnotationHub, Biostrings, tibble, GenomeInfoDb,
tools, utils, methods, Matrix"		"knitr, rmarkdown, testthat, tximportData, org.Dm.eg.db,
DESeq2, edgeR, limma, devtools"		GPL-2					no	4.1.0
tximport	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0			utils, stats, methods		"knitr, rmarkdown, testthat, tximportData,
TxDb.Hsapiens.UCSC.hg19.knownGene, readr (>= 0.2.2), limma,
edgeR, DESeq2 (>= 1.11.6), rhdf5, jsonlite, matrixStats,
Matrix, fishpond"		GPL (>=2)					no	4.1.0
TypeInfo	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.58.0		methods			Biobase		BSD					no	4.1.0
uchardet	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.1.0		R (>= 3.1.0)			tinytest, knitr, rmarkdown, curl		GPL-2					yes	4.1.0
UNDO	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.34.0		R (>= 2.15.2), methods, BiocGenerics, Biobase	MASS, boot, nnls, stats, utils				GPL-2					no	4.1.0
unifiedWMWqPCR	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.28.0		methods	BiocGenerics, stats, graphics, HTqPCR				GPL (>=2)					no	4.1.0
UniProt.ws	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.32.0		methods, utils, RSQLite, RCurl, BiocGenerics (>= 0.13.8)	AnnotationDbi, BiocFileCache, rappdirs		RUnit, BiocStyle, knitr		Artistic License 2.0					no	4.1.0
Uniquorn	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.12.0		R (>= 3.5)	"stringr, R.utils, WriteXLS, stats, doParallel, foreach,
GenomicRanges, IRanges, VariantAnnotation"		testthat, knitr, rmarkdown, BiocGenerics, RUnit		Artistic-2.0					no	4.1.0
uwot	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.1.10		Matrix	Rcpp, methods, FNN, RSpectra, RcppAnnoy (>= 0.0.17), irlba	Rcpp, RcppProgress, RcppAnnoy, dqrng	testthat, covr		GPL (>= 3)					yes	4.1.0
variancePartition	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.22.0		"R (>= 3.6.0), ggplot2, limma, BiocParallel, scales, Biobase,
methods"	"MASS, pbkrtest (>= 0.4-4), lmerTest, iterators, splines,
foreach, doParallel, colorRamps, gplots, progress, reshape2,
lme4 (>= 1.1-10), grDevices, graphics, utils, stats"		"BiocStyle, knitr, pander, rmarkdown, edgeR, dendextend,
tximport, tximportData, ballgown, DESeq2, RUnit, BiocGenerics,
r2glmm, readr"		GPL (>= 2)					no	4.1.0
VariantAnnotation	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.38.0		"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0),
MatrixGenerics, GenomeInfoDb (>= 1.15.2), GenomicRanges (>=
1.41.5), SummarizedExperiment (>= 1.19.5), Rsamtools (>=
1.99.0)"	"utils, DBI, zlibbioc, Biobase, S4Vectors (>= 0.27.12), IRanges
(>= 2.23.9), XVector (>= 0.29.2), Biostrings (>= 2.57.2),
AnnotationDbi (>= 1.27.9), rtracklayer (>= 1.39.7), BSgenome
(>= 1.47.3), GenomicFeatures (>= 1.31.3)"	S4Vectors, IRanges, XVector, Biostrings, Rhtslib	"RUnit, AnnotationHub, BSgenome.Hsapiens.UCSC.hg19,
TxDb.Hsapiens.UCSC.hg19.knownGene,
SNPlocs.Hsapiens.dbSNP.20101109, SIFT.Hsapiens.dbSNP132,
SIFT.Hsapiens.dbSNP137, PolyPhen.Hsapiens.dbSNP131, snpStats,
ggplot2, BiocStyle"		Artistic-2.0					yes	4.1.0
VariantTools	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.34.0		"S4Vectors (>= 0.17.33), IRanges (>= 2.13.12), GenomicRanges
(>= 1.31.8), VariantAnnotation (>= 1.11.16), methods"	"Rsamtools (>= 1.31.2), BiocGenerics, Biostrings, parallel,
GenomicFeatures (>= 1.31.3), Matrix, rtracklayer (>= 1.39.7),
BiocParallel, GenomeInfoDb, BSgenome, Biobase"		"RUnit, LungCancerLines (>= 0.0.6), RBGL, graph, gmapR (>=
1.21.3)"		Artistic-2.0					no	4.1.0
varSelRF	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.7-8		R (>= 2.0.0), randomForest, parallel					GPL (>= 2)					no	4.1.0
vbmp	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.60.0		R (>= 2.10)			Biobase (>= 2.5.5), statmod		GPL (>= 2)					no	4.1.0
VegaMC	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.30.0		R (>= 2.10.0), biomaRt, Biobase	methods				GPL-2					yes	4.1.0
VennDiagram	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.6.20		R (>= 2.14.1), grid (>= 2.14.1), futile.logger			testthat		GPL-2					no	4.1.0
verification	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.42		R (>= 2.10), methods, fields, boot, CircStats, MASS, dtw	graphics, stats				GPL (>= 2)					no	4.1.0
VIM	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	6.1.0		R (>= 3.5.0),colorspace,grid	"car, grDevices, magrittr, robustbase, stats, sp,
vcd,MASS,nnet,e1071,methods,Rcpp,utils,graphics,laeken,ranger,
data.table(>= 1.9.4)"	Rcpp	dplyr, testthat (>= 2.1.0), knitr, rmarkdown, reactable		GPL (>= 2)					yes	4.1.0
vioplot	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.3.6		sm, zoo			base, ggplot2, RColorBrewer, knitr, rmarkdown, testthat		BSD_3_clause + file LICENSE					no	4.1.0
viper	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.26.0		R (>= 2.14.0), Biobase, methods	mixtools, stats, parallel, e1071, KernSmooth		bcellViper		file LICENSE					no	4.1.0
vipor	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.4.5		R (>= 3.0.0)	stats, graphics		"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,"		GPL (>= 2)					no	4.1.0
ViSEAGO	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.6.0		R (>= 3.6)	"data.table, AnnotationDbi, AnnotationForge, biomaRt,
dendextend, DiagrammeR, DT, dynamicTreeCut, fgsea, GOSemSim,
ggplot2, GO.db, grDevices, heatmaply, htmlwidgets, igraph,
methods, plotly, processx, topGO, RColorBrewer, R.utils,
scales, stats, UpSetR, utils"		"htmltools, org.Mm.eg.db, limma, Rgraphviz, BiocStyle, knitr,
rmarkdown, corrplot, remotes, BiocManager"		GPL-3					no	4.1.0
vsn	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.60.0		R (>= 3.4.0), Biobase	methods, affy, limma, lattice, ggplot2		affydata, hgu95av2cdf, BiocStyle, knitr, dplyr, testthat		Artistic-2.0					yes	4.1.0
wateRmelon	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.36.0		"R (>= 2.10), Biobase, limma, methods, matrixStats, methylumi,
lumi, ROC, IlluminaHumanMethylation450kanno.ilmn12.hg19,
illuminaio"	Biobase		"RPMM, IlluminaHumanMethylationEPICanno.ilm10b2.hg19,
IlluminaHumanMethylationEPICmanifest, irlba"	minfi	GPL-3					no	4.1.0
wavethresh	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	4.6.8		R (>= 2.10), MASS					GPL (>= 2)					yes	4.1.0
weaver	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.58.0		R (>= 2.5.0), digest, tools, utils, codetools			codetools		GPL-2					no	4.1.0
webbioc	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.64.0		"R (>= 1.8.0), Biobase, affy, multtest, annaffy, vsn, gcrma,
qvalue"	multtest, qvalue, stats, utils, BiocManager				GPL (>= 2)					no	4.1.0
WGCNA	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.70-3		R (>= 3.0), dynamicTreeCut (>= 1.62), fastcluster	"stats, grDevices, utils, matrixStats (>= 0.8.1), Hmisc,
impute, splines, foreach, doParallel, preprocessCore, survival,
parallel, GO.db, AnnotationDbi, Rcpp (>= 0.11.0)"	Rcpp	org.Hs.eg.db, org.Mm.eg.db, infotheo, entropy, minet		GPL (>= 2)					yes	4.1.0
wheatmap	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.1.0			grid, stats, colorspace, RColorBrewer		knitr, rmarkdown		GPL-3					no	4.1.0
widgetTools	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.70.0		R (>= 2.4.0), methods, utils, tcltk			Biobase		LGPL					no	4.1.0
Wrench	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.10.0		R (>= 3.5.0)	limma, matrixStats, locfit, stats, graphics		knitr, rmarkdown, metagenomeSeq, DESeq2, edgeR		Artistic-2.0					no	4.1.0
WriteXLS	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	6.3.0			utils				GPL (>= 2)					no	4.1.0
XDE	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.38.0		R (>= 2.10.0), Biobase (>= 2.5.5)	"BiocGenerics, genefilter, graphics, grDevices, gtools,
methods, stats, utils, mvtnorm, RColorBrewer, GeneMeta,
siggenes"		MASS, RUnit	coda	LGPL-2					yes	4.1.0
xmapbridge	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.50.0		R (>= 2.0), methods			RUnit, RColorBrewer		LGPL-3					no	4.1.0
Xmisc	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.2.1		R (>= 3.1.0)	methods		RUnit, datasets, data.table	""	GPL (>= 2)					no	4.1.0
XVector	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.32.0		"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9)"	"methods, utils, tools, zlibbioc, BiocGenerics, S4Vectors,
IRanges"	S4Vectors, IRanges	Biostrings, drosophila2probe, RUnit		Artistic-2.0					yes	4.1.0
yeastCC	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.32.0		Biobase (>= 2.5.5)					Artistic-2.0					no	4.1.0
zCompositions	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.3.4		R (>= 2.14.0), methods, MASS, NADA, truncnorm					GPL (>= 2)					no	4.1.0
zinbwave	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.14.1		"R (>= 3.4), methods, SummarizedExperiment,
SingleCellExperiment"	BiocParallel, softImpute, stats, genefilter, edgeR, Matrix		"knitr, rmarkdown, testthat, matrixStats, magrittr, scRNAseq,
ggplot2, biomaRt, BiocStyle, Rtsne, DESeq2"		Artistic-2.0					no	4.1.0
zlibbioc	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.38.0							Artistic-2.0 + file LICENSE					yes	4.1.0
admisc	/hpc/users/prashf01/.Rlib	0.18		R (>= 3.5.0)	methods		QCA (>= 3.7)		GPL (>= 3)					yes	4.1.0
argparse	/hpc/users/prashf01/.Rlib	2.1.2			R6, findpython, jsonlite		knitr (>= 1.15.19), rmarkdown, testthat		GPL (>= 2)					no	4.1.0
askpass	/hpc/users/prashf01/.Rlib	1.1			sys (>= 2.1)		testthat		MIT + file LICENSE					yes	4.1.0
babelgene	/hpc/users/prashf01/.Rlib	21.4		R (>= 3.3)	dplyr, methods, rlang		covr, knitr, rmarkdown, testthat (>= 3.0.0)		MIT + file LICENSE					no	4.1.0
babelwhale	/hpc/users/prashf01/.Rlib	1.0.3		R (>= 3.0.0)	crayon, dplyr, dynutils, processx (>= 3.5.0), purrr, utils		covr, testthat (>= 3.0.0)		MIT + file LICENSE					no	4.1.0
backports	/hpc/users/prashf01/.Rlib	1.2.1		R (>= 3.0.0)					GPL-2 | GPL-3					yes	4.1.0
base64enc	/hpc/users/prashf01/.Rlib	0.1-3		R (>= 2.9.0)				png	GPL-2 | GPL-3					yes	4.1.0
basilisk	/hpc/users/prashf01/.Rlib	1.4.0			"utils, methods, parallel, reticulate, dir.expiry,
basilisk.utils"		knitr, rmarkdown, BiocStyle, testthat, callr		GPL-3					no	4.1.0
basilisk.utils	/hpc/users/prashf01/.Rlib	1.4.0			utils, methods, tools, dir.expiry		knitr, rmarkdown, BiocStyle, testthat		GPL-3					no	4.1.0
bayesplot	/hpc/users/prashf01/.Rlib	1.8.1		R (>= 3.1.0)	"dplyr (>= 0.8.0), ggplot2 (>= 3.0.0), ggridges, glue,
reshape2, rlang (>= 0.3.0), stats, tibble, tidyselect, utils"		"ggfortify, gridExtra (>= 2.2.1), hexbin, knitr (>= 1.16), loo
(>= 2.0.0), RColorBrewer, rmarkdown (>= 1.0.0), rstan (>=
2.17.1), rstanarm (>= 2.17.4), rstantools (>= 1.5.0), scales,
shinystan (>= 2.3.0), survival, testthat (>= 2.0.0), vdiffr"		GPL (>= 3)					no	4.1.0
Biobase	/hpc/users/prashf01/.Rlib	2.52.0		R (>= 2.10), BiocGenerics (>= 0.27.1), utils	methods		tools, tkWidgets, ALL, RUnit, golubEsets		Artistic-2.0					yes	4.1.0
BiocGenerics	/hpc/users/prashf01/.Rlib	0.38.0		R (>= 4.0.0), methods, utils, graphics, stats, parallel	methods, utils, graphics, stats, parallel		"Biobase, S4Vectors, IRanges, GenomicRanges, DelayedArray,
Biostrings, Rsamtools, AnnotationDbi, affy, affyPLM, DESeq2,
flowClust, MSnbase, annotate, RUnit"		Artistic-2.0					no	4.1.0
BiocManager	/hpc/users/prashf01/.Rlib	1.30.16			utils		BiocVersion, remotes, rmarkdown, testthat, withr, curl, knitr		Artistic-2.0					no	4.1.0
BiocParallel	/hpc/users/prashf01/.Rlib	1.26.2		methods	stats, utils, futile.logger, parallel, snow	BH	"BiocGenerics, tools, foreach, BatchJobs, BBmisc, doParallel,
Rmpi, GenomicRanges, RNAseqData.HNRNPC.bam.chr14,
TxDb.Hsapiens.UCSC.hg19.knownGene, VariantAnnotation,
Rsamtools, GenomicAlignments, ShortRead, codetools, RUnit,
BiocStyle, knitr, batchtools, data.table"		GPL-2 | GPL-3					yes	4.1.0
BiocStyle	/hpc/users/prashf01/.Rlib	2.20.2			"bookdown, knitr (>= 1.30), rmarkdown (>= 1.2), stats, utils,
yaml, BiocManager"		BiocGenerics, RUnit, htmltools		Artistic-2.0					no	4.1.0
BiocVersion	/hpc/users/prashf01/.Rlib	3.13.1		R (>= 4.1.0)					Artistic-2.0					no	4.1.0
bitops	/hpc/users/prashf01/.Rlib	1.0-7							GPL (>= 2)					yes	4.1.0
boot	/hpc/users/prashf01/.Rlib	1.3-28	recommended	R (>= 3.0.0), graphics, stats			MASS, survival		Unlimited					no	4.1.0
brew	/hpc/users/prashf01/.Rlib	1.0-6							GPL-2						4.1.0
brio	/hpc/users/prashf01/.Rlib	1.1.2					testthat (>= 2.1.0), covr		MIT + file LICENSE					yes	4.1.0
broom	/hpc/users/prashf01/.Rlib	0.7.9		R (>= 3.1)	"backports, dplyr (>= 1.0.0), ellipsis, generics (>= 0.0.2),
glue, methods, purrr, rlang, stringr, tibble (>= 3.0.0), tidyr
(>= 1.0.0)"		"AER, akima, AUC, bbmle, betareg, biglm, binGroup, boot,
btergm, car, caret, cluster, cmprsk, coda, covr, drc, e1071,
emmeans, epiR, ergm (>= 3.10.4), fixest (>= 0.9.0), gam (>=
1.15), gee, geepack, ggplot2, glmnet, glmnetUtils, gmm, Hmisc,
irlba, joineRML, Kendall, knitr, ks, Lahman, lavaan, leaps,
lfe, lm.beta, lme4, lmodel2, lmtest (>= 0.9.38), lsmeans, maps,
maptools, margins, MASS, Matrix, mclust, mediation, metafor,
mfx, mgcv, mlogit, modeldata, modeltests, muhaz, multcomp,
network, nnet, orcutt (>= 2.2), ordinal, plm, poLCA, psych,
quantreg, rgeos, rmarkdown, robust, robustbase, rsample,
sandwich, sp, spdep (>= 1.1), spatialreg, speedglm, spelling,
survey, survival, systemfit, testthat (>= 2.1.0), tseries,
vars, zoo"		MIT + file LICENSE					no	4.1.0
cachem	/hpc/users/prashf01/.Rlib	1.0.6			rlang, fastmap		testthat		MIT + file LICENSE					yes	4.1.0
callr	/hpc/users/prashf01/.Rlib	3.7.0			processx (>= 3.5.0), R6, utils		"cli, covr, ps, rprojroot, spelling, testthat, withr (>=
2.3.0)"		MIT + file LICENSE					no	4.1.0
caTools	/hpc/users/prashf01/.Rlib	1.18.2		R (>= 3.6.0)	bitops		MASS, rpart		GPL-3					yes	4.1.0
cdata	/hpc/users/prashf01/.Rlib	1.2.0		R (>= 3.4.0), wrapr (>= 2.0.2)	rquery (>= 1.4.5), rqdatatable (>= 1.2.8), methods, stats		DBI, RSQLite, knitr, rmarkdown, yaml, tinytest		GPL-2 | GPL-3					no	4.1.0
circlize	/hpc/users/prashf01/.Rlib	0.4.13		R (>= 3.0.0), graphics	"GlobalOptions (>= 0.1.2), shape, grDevices, utils, stats,
colorspace, methods, grid"		"knitr, dendextend (>= 1.0.1), ComplexHeatmap (>= 2.0.0),
gridBase, png, markdown, bezier"		MIT + file LICENSE					no	4.1.0
cli	/hpc/users/prashf01/.Rlib	3.0.1		R (>= 2.10)	glue, utils		"callr, covr, grDevices, htmlwidgets, knitr, methods, mockery,
prettycode (>= 1.1.0), processx, ps (>= 1.3.4.9000), rlang,
rmarkdown, rstudioapi, shiny, testthat, tibble, withr"		MIT + file LICENSE					yes	4.1.0
clipr	/hpc/users/prashf01/.Rlib	0.7.1			utils		"covr, knitr, rmarkdown, rstudioapi (>= 0.5), testthat (>=
2.0.0)"		GPL-3					no	4.1.0
cluster	/hpc/users/prashf01/.Rlib	2.1.2	recommended	R (>= 3.4.0)	graphics, grDevices, stats, utils		MASS, Matrix		GPL (>= 2)					yes	4.1.0
codetools	/hpc/users/prashf01/.Rlib	0.2-18	recommended	R (>= 2.1)					GPL					no	4.1.0
coloc	/hpc/users/prashf01/.Rlib	5.1.0		R (>= 2.10)	"data.table, ggplot2, methods, viridis, stats, grDevices,
susieR (>= 0.11.33), utils"		knitr, testthat, snpStats, mvtnorm, magrittr, rmarkdown		GPL					no	4.1.0
colorspace	/hpc/users/prashf01/.Rlib	2.0-2		R (>= 3.0.0), methods	graphics, grDevices, stats		"datasets, utils, KernSmooth, MASS, kernlab, mvtnorm, vcd,
tcltk, shiny, shinyjs, ggplot2, dplyr, scales, grid, png, jpeg,
knitr, rmarkdown, RColorBrewer, rcartocolor, scico, viridis,
wesanderson"		BSD_3_clause + file LICENSE					yes	4.1.0
commonmark	/hpc/users/prashf01/.Rlib	1.7					curl, testthat, xml2		BSD_2_clause + file LICENSE					yes	4.1.0
CompQuadForm	/hpc/users/prashf01/.Rlib	1.4.3							GPL (>= 2)					yes	4.1.0
corrplot	/hpc/users/prashf01/.Rlib	0.90					"seriation, knitr, RColorBrewer, rmarkdown, magrittr,
prettydoc, testthat"		MIT + file LICENSE					no	4.1.0
cpp11	/hpc/users/prashf01/.Rlib	0.4.0					"bench, brio, callr, cli, covr, decor, desc, ggplot2, glue,
knitr, lobstr, mockery, progress, rmarkdown, scales, Rcpp,
testthat, tibble, utils, vctrs, withr"		MIT + file LICENSE					no	4.1.0
crayon	/hpc/users/prashf01/.Rlib	1.4.1			grDevices, methods, utils		mockery, rstudioapi, testthat, withr		MIT + file LICENSE					no	4.1.0
credentials	/hpc/users/prashf01/.Rlib	1.3.1			openssl (>= 1.3), sys (>= 2.1), curl, jsonlite, askpass		testthat, knitr, rmarkdown		MIT + file LICENSE					no	4.1.0
curl	/hpc/users/prashf01/.Rlib	4.3.2		R (>= 3.0.0)			"spelling, testthat (>= 1.0.0), knitr, jsonlite, rmarkdown,
magrittr, httpuv (>= 1.4.4), webutils"		MIT + file LICENSE					yes	4.1.0
DelayedArray	/hpc/users/prashf01/.Rlib	0.18.0		"R (>= 4.0.0), methods, stats4, Matrix, BiocGenerics (>=
0.37.0), MatrixGenerics (>= 1.1.3), S4Vectors (>= 0.27.2),
IRanges (>= 2.17.3)"	stats	S4Vectors	"BiocParallel, HDF5Array (>= 1.17.12), genefilter,
SummarizedExperiment, airway, lobstr, DelayedMatrixStats,
knitr, rmarkdown, BiocStyle, RUnit"		Artistic-2.0					yes	4.1.0
DelayedMatrixStats	/hpc/users/prashf01/.Rlib	1.14.3		MatrixGenerics (>= 1.4.3), DelayedArray (>= 0.17.6)	"methods, matrixStats (>= 0.60.0), sparseMatrixStats, Matrix,
S4Vectors (>= 0.17.5), IRanges (>= 2.25.10)"		"testthat, knitr, rmarkdown, covr, BiocStyle, microbenchmark,
profmem, HDF5Array"		MIT + file LICENSE					no	4.1.0
deldir	/hpc/users/prashf01/.Rlib	1.0-5		R (>= 3.5.0)	graphics, grDevices		polyclip		GPL (>= 2)					yes	4.1.0
derfinder	/hpc/users/prashf01/.Rlib	1.26.0		R (>= 3.5.0)	"BiocGenerics (>= 0.25.1), AnnotationDbi (>= 1.27.9),
BiocParallel (>= 1.15.15), bumphunter (>= 1.9.2),
derfinderHelper (>= 1.1.0), GenomeInfoDb (>= 1.3.3),
GenomicAlignments, GenomicFeatures, GenomicFiles, GenomicRanges
(>= 1.17.40), Hmisc, IRanges (>= 2.3.23), methods, qvalue (>=
1.99.0), Rsamtools (>= 1.25.0), rtracklayer, S4Vectors (>=
0.23.19), stats, utils"		"BiocStyle (>= 2.5.19), sessioninfo, derfinderData (>=
0.99.0), derfinderPlot, DESeq2, ggplot2, knitr (>= 1.6), limma,
RefManageR, rmarkdown (>= 0.3.3), testthat (>= 2.1.0),
TxDb.Hsapiens.UCSC.hg19.knownGene, covr"		Artistic-2.0					no	4.1.0
desc	/hpc/users/prashf01/.Rlib	1.4.0		R (>= 3.1.0)	utils, R6, crayon, rprojroot		covr, testthat, whoami, withr, spelling, gh		MIT + file LICENSE					no	4.1.0
devtools	/hpc/users/prashf01/.Rlib	2.4.2		R (>= 3.0.2), usethis (>= 2.0.1)	"callr (>= 3.6.0), cli (>= 2.4.0), desc (>= 1.3.0), ellipsis
(>= 0.3.1), fs (>= 1.5.0), httr (>= 1.4.2), lifecycle (>=
1.0.0), memoise (>= 2.0.0), pkgbuild (>= 1.2.0), pkgload (>=
1.2.1), rcmdcheck (>= 1.3.3), remotes (>= 2.3.0), rlang (>=
0.4.10), roxygen2 (>= 7.1.1), rstudioapi (>= 0.13), rversions
(>= 2.0.2), sessioninfo (>= 1.1.1), stats, testthat (>= 3.0.2),
tools, utils, withr (>= 2.4.1)"		"BiocManager (>= 1.30.12), covr (>= 3.5.1), curl (>= 4.3),
digest (>= 0.6.27), DT (>= 0.17), foghorn (>= 1.3.2), gh (>=
1.2.1), gmailr (>= 1.0.0), knitr (>= 1.31), lintr (>= 2.0.1),
MASS, mockery (>= 0.4.2), pingr (>= 2.0.1), pkgdown (>= 1.6.1),
rhub (>= 1.1.1), rmarkdown (>= 2.7), spelling (>= 2.2)"		MIT + file LICENSE					no	4.1.0
diffobj	/hpc/users/prashf01/.Rlib	0.3.5		R (>= 3.1.0)	crayon (>= 1.3.2), tools, methods, utils, stats		knitr, rmarkdown		GPL-2 | GPL-3					yes	4.1.0
digest	/hpc/users/prashf01/.Rlib	0.6.28		R (>= 3.3.0)	utils		tinytest, knitr, rmarkdown, minidown		GPL (>= 2)					yes	4.1.0
dir.expiry	/hpc/users/prashf01/.Rlib	1.0.0			utils, filelock		rmarkdown, knitr, testthat, BiocStyle		GPL-3					no	4.1.0
doParallel	/hpc/users/prashf01/.Rlib	1.0.16		"R (>= 2.14.0), foreach(>= 1.2.0), iterators(>= 1.0.0),
parallel, utils"			caret, mlbench, rpart, RUnit	compiler	GPL-2					no	4.1.0
dplyr	/hpc/users/prashf01/.Rlib	1.0.7		R (>= 3.3.0)	"ellipsis, generics, glue (>= 1.3.2), lifecycle (>= 1.0.0),
magrittr (>= 1.5), methods, R6, rlang (>= 0.4.10), tibble (>=
2.1.3), tidyselect (>= 1.1.0), utils, vctrs (>= 0.3.5), pillar
(>= 1.5.1)"		"bench, broom, callr, covr, DBI, dbplyr (>= 1.4.3), knitr,
Lahman, lobstr, microbenchmark, nycflights13, purrr, rmarkdown,
RMySQL, RPostgreSQL, RSQLite, testthat (>= 3.0.2), tidyr, withr"		MIT + file LICENSE					yes	4.1.0
dreamlet	/hpc/users/prashf01/.Rlib	0.0.5		R (>= 4.0.0), ggplot2, variancePartition (>= 1.23.2), methods	"edgeR, SummarizedExperiment, SingleCellExperiment,
DelayedMatrixStats, Matrix, purrr, data.table, zenith,
BiocParallel, S4Vectors, limma, ComplexHeatmap, circlize,
reshape2, gtools, ggrepel, lme4, utils, grid, stats"		"BiocStyle, knitr, pander, rmarkdown, muscat, RUnit, scuttle,
BiocGenerics"		GPL (>= 2)					no	4.1.0
ellipsis	/hpc/users/prashf01/.Rlib	0.3.2		R (>= 3.2)	rlang (>= 0.3.0)		covr, testthat		MIT + file LICENSE					yes	4.1.0
